Brand,Dress_Description,Retail_price,Rent_price,Number_of_reviews,cotton,nylon,cellulose,silk,spandex,tencel,rayon,linen,cashmere,wool,leather,polyester,metallic_fibers,Length,Sleeves,Neckline
trina turk,indigo mallory dress,268,45,33,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,boat_neckline
moon river,faux wrap sweater dress,92,30,32,0,30,0,0,0,0,0,0,0,0,0,25,0,midi,long_sleeves,v_neckline
adelyn rae,pink lasercut sheath,120,30,19,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,short_sleeves,crew_neckline
nightcap,wisteria midi dress,395,52,21,0,89,0,0,8,0,3,0,0,0,0,0,0,maxi,long_sleeves,v_neckline
waverly grey,plaid short sleeve sheath,245,40,77,0,0,0,0,8,0,0,0,0,0,0,92,0,mini,short_sleeves,high_neckline
slate & willow,cybil faux wrap dress,225,35,63,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
badgley mischka,red off shoulder ruffle gown,915,135,156,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,short_sleeves,off_shoulder_neckline
dress the population,katy dress,238,30,175,0,0,0,0,10,0,0,0,0,0,0,90,0,midi,long_sleeves,high_neckline
alexis,dusty rose sofie dress,515,75,90,0,0,69,0,0,0,0,0,0,0,0,31,0,mini,three_quarter_sleeves,crew_neckline
heartloom,olive knit penelope sweater dress,108,30,29,0,20,0,0,0,0,50,0,0,0,0,30,0,mini,long_sleeves,high_neckline
cinq à sept,kimberlin dress,395,60,16,0,0,69,0,0,0,0,0,0,0,0,31,0,mini,sleeveless,crew_neckline
city chic,floral off the shoulder dress,169,30,56,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,square_neckline
nicholas,bandage midi dress,695,84,122,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
rachel zoe,silver metallic millie dress,445,56,42,0,0,0,0,5,0,0,0,0,0,0,95,0,mini,long_sleeves,crew_neckline
drew,black rosie sheath,230,40,11,0,27,0,0,5,0,68,0,0,0,0,0,0,midi,cap_sleeves,square_neckline
c/meo collective,making waves dress,310,30,177,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,strapless,straight_neckline
opening ceremony,striped long sleeve dress,495,85,55,57,0,0,0,0,0,43,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
shilla,allure frill sleeve dress,162,30,13,60,0,0,0,7,0,0,0,0,0,0,27,0,mini,long_sleeves,crew_neckline
elizabeth and james,red emmy dress,385,55,116,0,0,0,0,6,0,38,0,0,0,0,56,0,midi,sleeveless,crew_neckline
jill jill stuart,cardinal cutout sheath,368,32,31,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,short_sleeves,one_shoulder
rachel rachel roy,lucky dot dress,129,30,6,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,crew_neckline
raoul,underline gown,1075,88,51,0,0,0,0,4,0,17,0,0,0,0,79,0,unknown,sleeveless,v_neckline
theory,shirred neck dress,455,75,16,0,0,65,0,0,0,0,0,0,0,0,35,0,midi,cap_sleeves,crew_neckline
city chic,botanical faux wrap dress,99,30,7,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,short_sleeves,v_neckline
koché collective,pink leopard tee dress,375,65,3,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,crew_neckline
victor alfaro collective,black sleeveless shift,310,55,6,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,crew_neckline
nicole miller,red tempted by you gown,995,120,247,25,15,0,0,0,0,45,0,0,0,0,0,0,unknown,cap_sleeves,sweetheart_neckline
marchesa notte,navy illusion dress,795,120,171,70,0,0,30,0,0,0,0,0,0,0,0,0,midi,cap_sleeves,crew_neckline
jay godfrey,navy smock sleeve dress,382,60,15,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,boat_neckline
adeam,parachute dress,875,150,24,0,0,0,0,0,0,52,0,0,0,0,48,0,midi,sleeveless,v_neckline
tory burch,peggy wrap dress,398,60,126,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
great jones,plaid button front sheath,200,35,23,66,27,0,0,7,0,0,0,0,0,0,0,0,mini,three_quarter_sleeves,shirt_collar_neckline
carmen marc valvo,rose notes dress,595,70,142,0,6,0,0,0,0,0,0,0,0,0,94,0,midi,sleeveless,v_neckline
jil sander navy,colorblock knit shift,1055,180,59,0,0,0,0,0,0,0,0,0,100,0,0,0,midi,long_sleeves,high_neckline
rebecca minkoff,dulcie ruffle dress,298,50,43,0,0,0,0,0,0,0,0,0,50,0,0,0,midi,long_sleeves,high_neckline
fifteen twenty,side shirred dress,176,30,7,0,0,0,0,5,0,68,0,0,0,0,27,0,mini,long_sleeves,crew_neckline
slate & willow,johnny dress,325,48,103,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,v_neckline
dress the population,white and silver ellen shift,220,30,255,0,100,0,0,0,0,0,0,0,0,0,0,0,mini,short_sleeves,crew_neckline
dress the population,lolita leopard sequin sheath,248,32,44,0,100,0,0,0,0,0,0,0,0,0,0,0,mini,long_sleeves,boat_neckline
fame & partners,zora dress,399,48,101,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,halter
ml monique lhuillier,back down dress,498,30,1952,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,boat_neckline
jay godfrey,blue harrington midi,324,50,319,0,0,0,0,2,0,0,0,0,0,0,98,0,mini,strapless,straight_neckline
badgley mischka,red halter sheath,355,55,247,0,0,0,0,2,0,0,0,0,0,0,98,0,midi,sleeveless,halter
badgley mischka,amethyst mikado gown,695,100,122,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,strapless,straight_neckline
milly,infusion knit dress,395,48,29,0,0,0,0,15,0,71,0,0,0,0,14,0,midi,long_sleeves,high_neckline
tory burch,julie sweater dress,348,55,155,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
halston,blush imprint dress,395,65,417,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,cap_sleeves,boat_neckline
derek lam 10 crosby,blue mosaic printed dress,695,115,93,0,0,0,100,0,0,0,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
badgley mischka,navy sleek ruffle gown,650,85,115,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,crew_neckline
tanya taylor,effie dress,395,65,7,0,0,0,0,5,0,95,0,0,0,0,0,0,mini,short_sleeves,crew_neckline
alexis,beverly lace dress,615,90,95,0,100,0,0,0,0,0,0,0,0,0,0,0,midi,long_sleeves,high_neckline
shoshanna,olive ava dress,395,65,176,0,25,0,0,0,0,75,0,0,0,0,0,0,midi,sleeveless,crew_neckline
jay godfrey,red viola dress,300,55,232,0,0,0,0,2,0,0,0,0,0,0,98,0,mini,strapless,straight_neckline
halston,metallic silver draped sheath,345,60,25,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,three_quarter_sleeves,crew_neckline
opening ceremony,plisse neck tie dress,475,80,34,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,high_neckline
c/meo collective,polarised short sleeve dress,170,30,19,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,square_neckline
eloquii,grey asymmetric dress,100,30,8,0,0,0,0,0,0,20,0,0,0,0,80,0,midi,long_sleeves,high_neckline
vone,mireya dress,238,40,17,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,short_sleeves,v_neckline
cooper street,navy azalea dress,168,30,125,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
elliatt,prime knit dress,230,40,45,0,21,0,0,0,0,51,0,0,0,0,28,0,midi,long_sleeves,high_neckline
rickowenslilies,yellow gathered waist sheath,435,75,22,15,15,0,0,0,0,70,0,0,0,0,0,0,midi,sleeveless,halter
of mercer,grey hudson dress,175,30,75,0,0,0,0,2,0,0,0,0,44,0,54,0,midi,cap_sleeves,v_neckline
susana monaco,graphite ribbed dress,216,40,19,0,0,0,0,8,0,92,0,0,0,0,0,0,midi,short_sleeves,turtleneck
louna,cheetah printed dress,89,30,18,0,0,0,0,3,0,0,0,0,0,0,97,0,midi,long_sleeves,shirt_collar_neckline
kate spade new york,desert palm tie front dress,428,75,35,84,0,0,15,0,0,0,0,0,0,0,0,0,maxi,sleeveless,sweetheart_neckline
hervé léger,blue kahli narrow bandage dress,1290,150,77,0,13,0,0,1,0,86,0,0,0,0,0,0,mini,three_quarter_sleeves,v_neckline
dress the population,bronze sequin emery dress,547,64,166,0,0,0,0,8,0,0,0,0,0,0,92,0,midi,long_sleeves,boat_neckline
fame & partners,the snake print bella dress,329,55,23,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
parker,darwin dress,298,45,15,0,0,0,0,9,0,0,0,0,0,0,91,0,midi,sleeveless,crew_neckline
pinko,red zebra wrap dress,485,80,7,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,long_sleeves,v_neckline
b collection by bobeau,lumi wrap dress,98,30,34,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
ml monique lhuillier,red ruffle high low gown,595,72,38,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,short_sleeves,crew_neckline
rachel zoe,peony ruffle off shoulder shift,425,65,72,0,0,0,0,0,0,20,0,0,0,0,0,0,mini,short_sleeves,off_shoulder_neckline
slate & willow,floral jacquard shift,260,45,22,37,0,0,0,2,0,0,0,0,0,0,61,0,mini,sleeveless,crew_neckline
marchesa notte,gilded blush gown,1295,200,134,0,60,0,0,0,0,0,0,0,0,0,40,0,unknown,sleeveless,crew_neckline
greylin,bruna pinstripe dress,133,30,29,25,0,0,0,0,73,0,0,0,0,0,2,0,mini,sleeveless,halter
mason hosker,ava maria cocktail dress,600,76,71,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,strapless,straight_neckline
shoshanna,eleanora lace dress,485,75,24,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,strapless,straight_neckline
jill jill stuart,dot your eyes dress,368,30,626,0,0,0,0,0,0,0,0,0,0,0,20,15,mini,cap_sleeves,crew_neckline
elizabeth and james,granite flare dress,395,70,52,0,28,0,0,2,0,70,0,0,0,0,0,0,midi,long_sleeves,boat_neckline
shoshanna,pink estella dress,525,80,30,0,0,82,0,0,0,0,0,0,0,0,18,0,mini,strapless,straight_neckline
see by chloe,cinched high low dress,375,60,13,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,cap_sleeves,crew_neckline
trina turk,indigo sheath,278,36,296,0,29,0,0,2,0,69,0,0,0,0,0,0,midi,short_sleeves,off_shoulder_neckline
boden,talia dress,180,30,19,0,0,0,0,7,0,93,0,0,0,0,0,0,midi,short_sleeves,crew_neckline
elliatt,porcelain criss cross dress,195,30,293,0,18,0,0,0,0,32,0,0,0,0,42,0,midi,sleeveless,crew_neckline
tara jarmon,houndstooth ruffle shift,360,60,14,0,0,0,0,4,0,10,0,0,0,0,86,0,mini,sleeveless,crew_neckline
kf/kaufmanfranco collective,one sleeve knit dress,225,32,27,60,30,0,0,0,0,0,0,0,10,0,0,0,mini,long_sleeves,one_shoulder
cedric charlier,black printed sleeveless midi dress,895,150,6,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,sleeveless,crew_neckline
slate & willow,bouquet dress,350,50,479,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,crew_neckline
caara,massanet dress,136,30,24,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,short_sleeves,high_neckline
slate & willow,jacquard bold dress,375,30,284,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,strapless,straight_neckline
reformation,jaz dress,248,40,8,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,three_quarter_sleeves,v_neckline
rachel roy collection,gold pleated dress,129,30,66,0,0,0,0,4,0,0,0,0,0,0,96,0,midi,long_sleeves,v_neckline
galvan,abstract sequin dress,1175,180,37,0,30,0,0,0,0,0,0,0,0,0,70,0,midi,long_sleeves,crew_neckline
pinko,pink ribbed dress,345,59,12,0,0,0,0,0,0,70,0,0,0,0,15,15,midi,long_sleeves,boat_neckline
badgley mischka,blue sequin ruffle gown,770,115,127,0,0,0,0,2,0,0,0,0,0,0,98,0,unknown,strapless,straight_neckline
solace london,lewis denim dress,555,85,11,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,scoop_neckline
saylor,pin striped constance dress,263,45,60,60,35,0,0,5,0,0,0,0,0,0,0,0,mini,three_quarter_sleeves,crew_neckline
juan carlos obando,off-the-shoulder peasant dress,1495,225,11,0,0,0,0,0,0,100,0,0,0,0,0,0,maxi,long_sleeves,off_shoulder_neckline
susana monaco,red ribbed dress,216,40,19,0,0,0,0,8,0,92,0,0,0,0,0,0,midi,short_sleeves,turtleneck
equipment,booker button sleeves dress,348,60,39,0,34,0,0,0,0,28,0,0,31,0,0,0,mini,long_sleeves,boat_neckline
watters,stone antonia gown,270,30,23,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,v_neckline
universal standard,side tie sleeveless dress,120,30,6,0,0,0,0,5,70,0,0,0,0,0,25,0,maxi,sleeveless,scoop_neckline
marchesa notte,bold baroque dress,995,150,119,0,0,0,16,0,0,0,0,0,0,0,39,0,mini,sleeveless,boat_neckline
stylestalker,black vana knit dress,229,30,42,0,32,0,0,8,0,60,0,0,0,0,0,0,mini,long_sleeves,off_shoulder_neckline
elliatt,black popover dress,208,30,178,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,one_shoulder
nha khanh,into the galaxy dress,745,120,209,0,0,31,0,0,0,0,0,0,0,0,3,0,maxi,sleeveless,crew_neckline
theia,shimmering element gown,895,135,492,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,cap_sleeves,crew_neckline
likely,leopard brooklyn dress,178,30,36,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
louna,turquoise sleeveless dress,68,30,25,0,0,0,0,0,0,100,0,0,0,0,0,0,mini,sleeveless,v_neckline
karolina zmarlak,enthralled sheath,1295,125,44,0,0,71,0,0,0,0,0,0,0,0,29,0,mini,sleeveless,v_neckline
delfi collective,beverly dress,398,70,24,0,0,0,0,0,0,0,0,0,0,0,90,0,mini,long_sleeves,v_neckline
alexia admor,rainbow sequin dress,295,36,8,0,65,0,0,5,0,0,0,0,0,0,0,30,mini,long_sleeves,turtleneck
brogger,nancy dress,745,125,6,0,0,0,30,0,0,70,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
black halo,lorie sheath,375,65,20,0,90,0,0,10,0,0,0,0,0,0,0,0,midi,three_quarter_sleeves,crew_neckline
slate & willow,geometric pleated gown,300,85,195,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,long_sleeves,high_neckline
diane von furstenberg,paisley sleeveless sheath,398,70,64,97,0,0,0,3,0,0,0,0,0,0,0,0,midi,sleeveless,crew_neckline
of mercer,blackberry allen dress,195,35,80,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
jason wu x eloquii,sweetheart neckline sheath,111,30,25,0,32,0,0,5,0,63,0,0,0,0,0,0,midi,short_sleeves,sweetheart_neckline
donna morgan,green knit ruched dress ,128,30,24,0,0,0,0,3,0,0,0,0,0,0,92,5,midi,three_quarter_sleeves,boat_neckline
likely,navy long manhattan dress,188,30,117,0,0,0,0,6,0,27,0,0,0,0,67,0,midi,short_sleeves,crew_neckline
shoshanna,black and blue floral lace dress,525,68,109,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,crew_neckline
the kooples,leopard long red silk dress,428,65,42,0,0,0,56,0,0,44,0,0,0,0,0,0,maxi,sleeveless,square_neckline
ba&sh,burton wrap dress,345,55,17,0,0,0,0,2,0,31,0,0,0,0,67,0,mini,long_sleeves,v_neckline
lm collection,black & nude lace gown,298,41,259,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,v_neckline
milly,chevron vertical stripe dress,445,75,60,0,0,0,0,0,0,83,0,0,0,0,17,0,midi,long_sleeves,crew_neckline
elizabeth and james,blue striped jay dress,385,70,131,100,0,0,0,0,0,0,0,0,0,0,0,0,mini,long_sleeves,shirt_collar_neckline
vie la v,metallic nile dress,675,65,81,0,100,0,0,0,0,0,0,0,0,0,0,0,midi,short_sleeves,v_neckline
slate & willow,polka dot flutter dress,120,30,22,0,0,0,0,5,0,0,0,0,0,0,95,0,mini,cap_sleeves,v_neckline
jill jill stuart,black lace retro sleeve sheath,418,56,219,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,high_neckline
saloni,tropical dina dress,575,90,48,0,0,0,100,0,0,0,0,0,0,0,0,0,mini,long_sleeves,high_neckline
of mercer,navy watts dress,195,35,26,0,0,0,0,5,0,37,0,0,0,0,58,0,midi,short_sleeves,crew_neckline
jay godfrey,yellow gatlin dress,375,55,371,0,0,0,0,2,0,0,0,0,0,0,98,0,midi,short_sleeves,off_shoulder_neckline
three floor,polka dot ada dress,420,65,16,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,v_neckline
hunter bell,blue polly dress,385,65,117,0,10,0,0,10,0,0,0,0,0,0,80,0,mini,long_sleeves,high_neckline
dress the population,gold sequin mini dress,198,30,164,0,0,0,0,10,0,0,0,0,0,0,90,0,mini,short_sleeves,off_shoulder_neckline
rachel comey,blue medina dress,650,95,55,100,0,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,boat_neckline
elizabeth and james,black sama gown,695,53,436,0,0,69,0,0,0,0,0,0,0,0,31,0,unknown,sleeveless,halter
aq/aq,mint quinto dress,170,30,151,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,crew_neckline
sail to sable,red plaid tunic dress,198,35,17,97,0,0,0,3,0,0,0,0,0,0,0,0,mini,long_sleeves,v_neckline
parker,kimberly combo dress,398,70,47,0,0,0,53,0,0,47,0,0,0,0,0,0,mini,long_sleeves,v_neckline
alexis,tracy ruffle dress,525,64,100,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,crew_neckline
kendall + kylie,black puff sleeve v-neck dress,89,30,11,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,long_sleeves,v_neckline
marchesa notte,scalloped empire dress,795,81,93,0,100,0,0,0,0,0,0,0,0,0,0,0,mini,cap_sleeves,v_neckline
laundry by shelli segal,cobalt off shoulder dress,295,45,267,0,0,0,0,2,0,0,0,0,0,0,98,0,mini,three_quarter_sleeves,off_shoulder_neckline
zero + maria cornejo,jazmine dress,1150,195,17,0,0,0,93,7,0,0,0,0,0,0,0,0,maxi,sleeveless,v_neckline
kay unger,evening glow dress,430,65,128,50,0,0,0,0,0,0,0,0,0,0,50,0,midi,sleeveless,v_neckline
parker,black bell sleeve illusion sheath,325,48,86,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,crew_neckline
black halo,black ellen mini dress,375,52,8,0,62,0,0,6,0,32,0,0,0,0,0,0,mini,long_sleeves,v_neckline
rubin singer,black vinyl dress,1990,300,24,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,boat_neckline
victoria victoria beckham,mixed ruffle dress,895,135,10,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,v_neckline
red valentino,fancy flower printed dress,695,100,92,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,crew_neckline
jenny yoo,red aidan gown,285,30,45,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,strapless,straight_neckline
jason wu collective,off the shoulder sweater dress,300,40,45,0,35,0,0,0,0,65,0,0,0,0,0,0,midi,long_sleeves,off_shoulder_neckline
ml monique lhuillier,black floral shadow gown,880,112,77,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,long_sleeves,crew_neckline
rachel roy collection,vertical stripe knit dress,129,30,25,0,35,0,0,0,0,61,0,0,0,0,0,4,midi,long_sleeves,crew_neckline
saloni,raquel button down dress,895,150,20,0,0,0,98,0,0,0,0,0,0,0,0,2,maxi,long_sleeves,shirt_collar_neckline
jason wu collective,navy off the shoulder sweater dress,300,40,10,0,35,0,0,0,0,65,0,0,0,0,0,0,midi,long_sleeves,off_shoulder_neckline
slate & willow,navy button sheath,189,35,62,0,35,0,0,0,0,65,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
shoshanna,navy louise sheath,400,60,89,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,three_quarter_sleeves,crew_neckline
jason wu x eloquii,floral plaid halter maxi,150,30,66,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,halter
the kooples,laced black dress,450,41,79,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,crew_neckline
sachin & babi,relais knit dress,495,60,78,0,37,0,0,0,0,63,0,0,0,0,0,0,midi,three_quarter_sleeves,off_shoulder_neckline
prabal gurung,lustrous jacquard dress,1495,225,37,0,4,0,10,0,0,0,0,0,0,0,86,0,midi,sleeveless,crew_neckline
slate & willow,moss green sheath,225,35,125,0,0,0,0,3,0,0,0,0,0,0,97,0,midi,long_sleeves,v_neckline
saloni,multi agnes dress,650,110,55,0,0,0,100,0,0,0,0,0,0,0,0,0,maxi,sleeveless,crew_neckline
saylor,marlee lace dress,308,50,50,0,91,0,0,9,0,0,0,0,0,0,0,0,midi,sleeveless,v_neckline
donna morgan,red knot detail sheath,118,30,82,0,0,0,0,4,0,0,0,0,0,0,96,0,midi,three_quarter_sleeves,high_neckline
alexia admor,navy tipped mock neck dress,265,45,91,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,three_quarter_sleeves,turtleneck
theory,crimson red shift,345,60,62,0,0,0,0,0,0,43,0,0,0,0,0,0,midi,short_sleeves,boat_neckline
tibi,anson dress,395,75,156,48,45,0,0,7,0,0,0,0,0,0,0,0,mini,cap_sleeves,crew_neckline
badgley mischka,gold glitterati gown,650,80,905,0,100,0,0,0,0,0,0,0,0,0,0,0,unknown,strapless,straight_neckline
525 america,red stripe wrap dress,88,30,29,0,0,0,0,5,0,95,0,0,0,0,0,0,midi,short_sleeves,v_neckline
christian pellizzari,mixed media gown,790,100,355,50,0,0,0,0,0,0,0,0,0,0,50,0,mini,sleeveless,crew_neckline
rochas,floral short sleeve dress,1723,295,10,0,0,0,100,0,0,0,0,0,0,0,0,0,midi,short_sleeves,v_neckline
hutch,charcoal jo dress,290,50,59,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,long_sleeves,crew_neckline
khaite,pleated mariella dress,1540,230,35,100,0,0,0,0,0,0,0,0,0,0,0,0,maxi,long_sleeves,crew_neckline
hutch,stripe eleanor dress,230,40,27,0,0,0,0,4,0,0,0,0,0,0,96,0,midi,short_sleeves,crew_neckline
elliatt,black verve dress,251,40,239,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,sleeveless,sweetheart_neckline
capulet,gracie mini dress,143,30,26,0,0,0,0,0,0,45,0,0,0,0,0,0,mini,short_sleeves,scoop_neckline
jonathan simkhai,metallic pleats bustier dress,795,120,16,0,0,0,0,0,0,95,0,0,0,0,5,0,midi,short_sleeves,v_neckline
unitedwood,carla lace dress,435,75,144,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,long_sleeves,high_neckline
alcoolique,domenica dress,750,115,20,0,0,0,100,0,0,0,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
sachin & babi,floral jacquard sheath,385,60,83,0,0,0,0,8,0,0,0,0,0,0,92,0,midi,cap_sleeves,crew_neckline
slate & willow,art deco mirror sheath dress,375,48,108,0,35,0,0,0,0,65,0,0,0,0,0,0,mini,long_sleeves,crew_neckline
paper crown,green amsterdam dress,350,30,220,0,0,0,0,0,0,0,0,0,0,0,100,0,mini,sleeveless,v_neckline
marissa webb,luciano print dress,598,90,52,0,0,0,0,0,0,0,0,0,0,0,100,0,maxi,short_sleeves,v_neckline
marissa webb,lace sophia dress,698,105,19,23,30,0,0,0,0,47,0,0,0,0,0,0,maxi,sleeveless,crew_neckline
alexia admor,tipped mock neck dress,245,45,80,0,0,0,0,5,0,0,0,0,0,0,95,0,midi,three_quarter_sleeves,turtleneck
finders keepers,sangria mini dress,175,30,28,0,0,0,0,12,0,0,0,0,0,0,88,0,mini,short_sleeves,crew_neckline
slate & willow,metallic leopard dress,199,30,36,0,0,0,0,6,0,0,0,0,0,0,82,12,midi,sleeveless,halter
koché,lace trim floral dress,699,105,43,0,0,0,0,0,0,100,0,0,0,0,0,0,midi,long_sleeves,v_neckline
badgley mischka,party all night gown,650,90,764,0,100,0,0,0,0,0,0,0,0,0,0,0,unknown,strapless,straight_neckline
hervé léger,into the wild sheath,1950,30,132,0,13,0,0,1,0,86,0,0,0,0,0,0,mini,sleeveless,crew_neckline
tibi,navy tie neck shift dress,695,120,11,0,0,0,100,0,0,0,0,0,0,0,0,0,midi,long_sleeves,crew_neckline
sail to sable,grey plaid ruffle sleeve dress,268,45,33,0,0,0,0,0,0,0,0,0,50,0,50,0,mini,long_sleeves,crew_neckline
cosmopolitan x dtp,estrella dress,119,30,5,26,0,0,0,0,0,39,0,0,0,0,35,0,mini,short_sleeves,off_shoulder_neckline
tibi,midori florence dress,495,75,60,0,0,0,0,4,0,33,0,0,0,0,63,0,mini,long_sleeves,crew_neckline
milly,navy lasercut sheath,495,75,135,0,35,0,0,0,0,65,0,0,0,0,0,0,midi,long_sleeves,turtleneck
cinq à sept,black juniper gown,695,115,100,0,0,69,0,0,0,0,0,0,0,0,31,0,unknown,sleeveless,high_neckline
nicole miller,black venice dress,465,50,423,76,24,0,0,0,0,0,0,0,0,0,0,0,midi,sleeveless,crew_neckline
koché,polka dot panel dress,665,115,22,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,short_sleeves,crew_neckline
cinq à sept,zahava dress,425,65,24,0,0,0,0,7,0,39,0,0,0,0,54,0,midi,sleeveless,v_neckline
slate & willow,leopard mock neck dress,128,30,24,0,0,0,0,3,0,0,0,0,0,0,97,0,midi,three_quarter_sleeves,high_neckline
nha khanh,blue into the galaxy dress,695,115,141,0,0,31,0,0,0,0,0,0,0,0,3,0,mini,sleeveless,crew_neckline
fame & partners,the blanca dress,329,40,51,0,0,0,0,4,0,33,0,0,0,0,63,0,mini,long_sleeves,crew_neckline
likely,red off shoulder dress,188,30,185,0,0,0,0,5,0,22,0,0,0,0,73,0,mini,short_sleeves,sweetheart_neckline
kate spade new york,night rose dress,328,50,137,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,three_quarter_sleeves,crew_neckline
hutch,red printed everly dress,390,48,79,10,63,0,0,0,0,0,0,0,0,0,25,0,midi,sleeveless,v_neckline
ml monique lhuillier,black bell swirl dress,595,72,78,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,three_quarter_sleeves,crew_neckline
fame & partners,royal jennifer gown,249,30,134,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,short_sleeves,off_shoulder_neckline
badgley mischka,ruby illusion sleeve gown,1190,144,20,0,0,0,0,2,0,0,0,0,0,0,98,0,unknown,long_sleeves,v_neckline
jenny yoo,navy blue kayla gown,275,30,140,0,0,0,0,0,0,0,0,0,0,0,100,0,unknown,sleeveless,halter
fame & partners,the landry dress,479,70,42,0,0,0,0,0,0,0,0,0,0,0,100,0,midi,long_sleeves,v_neckline
parker,josie knit dress,318,55,43,0,24,0,0,0,0,57,0,0,0,0,0,19,midi,sleeveless,crew_neckline
slate & willow,black polka dot dress,275,50,53,0,0,0,0,3,0,0,0,0,0,0,97,0,mini,short_sleeves,crew_neckline
carmen marc valvo,botanical berry sheath,725,30,1027,0,100,0,0,0,0,0,0,0,0,0,0,0,midi,three_quarter_sleeves,crew_neckline
